,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,종료_동,시작_시간대,종료_시간대,요일
445833,2024-04-21,도착시간,845,ST-73,여의동_009_1,ST-31,대흥동_005_2,1,25,3850,여의동,대흥동,8,9,일
446067,2024-04-21,출발시간,850,ST-2814,여의동_055_1,ST-73,여의동_009_1,1,8,1030,여의동,여의동,8,9,일
446136,2024-04-21,출발시간,850,ST-53,여의동_034_2,ST-67,여의동_061_1,1,14,2012,여의동,여의동,8,9,일
446141,2024-04-21,출발시간,850,ST-59,여의동_036_3,ST-2814,여의동_055_1,1,16,2486,여의동,여의동,8,9,일
446142,2024-04-21,출발시간,850,ST-59,여의동_036_3,ST-307,신길7동_001_2,1,8,1308,여의동,신길7동,8,9,일
446151,2024-04-21,출발시간,850,ST-68,여의동_058_1,ST-69,여의동_051_2,1,11,727,여의동,여의동,8,9,일
446394,2024-04-21,도착시간,850,ST-2814,여의동_055_1,ST-536,화곡1동_060_1,1,52,11522,여의동,화곡1동,8,9,일
446451,2024-04-21,도착시간,850,ST-3239,여의동_005_7,ST-2813,여의동_052_1,1,30,6017,여의동,여의동,8,9,일
446487,2024-04-21,도착시간,850,ST-52,여의동_001_6,ST-69,여의동_051_2,1,10,1545,여의동,여의동,8,9,일
446498,2024-04-21,도착시간,850,ST-59,여의동_036_3,ST-53,여의동_034_2,1,5,634,여의동,여의동,8,9,일
446712,2024-04-21,출발시간,855,ST-2643,여의동_003_5,X,,1,5,141,여의동,,8,8,일
446814,2024-04-21,출발시간,855,ST-63,여의동_045_1,ST-69,여의동_051_2,1,6,860,여의동,여의동,8,8,일
446816,2024-04-21,출발시간,855,ST-68,여의동_058_1,ST-3061,여의동_036_1,1,53,3128,여의동,여의동,8,8,일
447035,2024-04-21,도착시간,855,ST-2814,여의동_055_1,ST-307,신길7동_001_2,1,9,1447,여의동,신길7동,8,8,일
447036,2024-04-21,도착시간,855,ST-2814,여의동_055_1,ST-73,여의동_009_1,1,8,1030,여의동,여의동,8,8,일
447055,2024-04-21,도착시간,855,ST-296,여의동_002_1,ST-162,광희동_001_1,1,55,10846,여의동,광희동,8,8,일
447105,2024-04-21,도착시간,855,ST-47,여의동_001_4,ST-67,여의동_061_1,1,9,1600,여의동,여의동,8,8,일
447128,2024-04-21,도착시간,855,ST-73,여의동_009_1,ST-64,여의동_004_2,1,25,990,여의동,여의동,8,8,일
447322,2024-04-21,출발시간,900,ST-2814,여의동_055_1,ST-2822,영등포동_012_2,1,41,4760,여의동,영등포동,9,10,일
447349,2024-04-21,출발시간,900,ST-3160,여의동_026_1,ST-2240,이촌2동_011_2,1,30,4420,여의동,이촌2동,9,10,일
447370,2024-04-21,출발시간,900,ST-45,여의동_003_13,ST-426,당산2동_017_1,1,5,1480,여의동,당산2동,9,10,일
447388,2024-04-21,출발시간,900,ST-59,여의동_036_3,ST-1321,영등포동_036_1,1,4,664,여의동,영등포동,9,10,일
447389,2024-04-21,출발시간,900,ST-59,여의동_036_3,ST-1994,목5동_034_1,1,37,8260,여의동,목5동,9,10,일
447399,2024-04-21,출발시간,900,ST-72,여의동_005_15,ST-69,여의동_051_2,1,3,439,여의동,여의동,9,10,일
447655,2024-04-21,도착시간,900,ST-59,여의동_036_3,ST-307,신길7동_001_2,1,8,1308,여의동,신길7동,9,10,일
447658,2024-04-21,도착시간,900,ST-63,여의동_045_1,ST-69,여의동_051_2,1,6,860,여의동,여의동,9,10,일
447661,2024-04-21,도착시간,900,ST-68,여의동_058_1,ST-69,여의동_051_2,1,11,727,여의동,여의동,9,10,일
447665,2024-04-21,도착시간,900,ST-72,여의동_005_15,ST-69,여의동_051_2,1,3,439,여의동,여의동,9,10,일
447805,2024-04-21,출발시간,905,ST-1970,여의동_003_3,ST-3073,여의동_005_5,1,4,865,여의동,여의동,9,10,일
447928,2024-04-21,출발시간,905,ST-3073,여의동_005_5,ST-3072,여의동_005_4,1,3,288,여의동,여의동,9,10,일
447968,2024-04-21,출발시간,905,ST-46,여의동_001_3,ST-47,여의동_001_4,1,4,394,여의동,여의동,9,10,일
447992,2024-04-21,출발시간,905,ST-69,여의동_051_2,ST-69,여의동_051_2,1,77,7980,여의동,여의동,9,10,일
448251,2024-04-21,도착시간,905,ST-45,여의동_003_13,ST-426,당산2동_017_1,1,5,1480,여의동,당산2동,9,10,일
448263,2024-04-21,도착시간,905,ST-53,여의동_034_2,ST-67,여의동_061_1,1,14,2012,여의동,여의동,9,10,일
448268,2024-04-21,도착시간,905,ST-59,여의동_036_3,ST-1321,영등포동_036_1,1,4,664,여의동,영등포동,9,10,일
448269,2024-04-21,도착시간,905,ST-59,여의동_036_3,ST-2814,여의동_055_1,1,16,2486,여의동,여의동,9,10,일
448488,2024-04-21,출발시간,910,ST-2814,여의동_055_1,ST-295,당산2동_051_1,1,25,5345,여의동,당산2동,9,10,일
448522,2024-04-21,출발시간,910,ST-3160,여의동_026_1,ST-67,여의동_061_1,1,7,1024,여의동,여의동,9,10,일
448552,2024-04-21,출발시간,910,ST-47,여의동_001_4,ST-293,영등포동_008_1,1,22,3210,여의동,영등포동,9,10,일
448567,2024-04-21,출발시간,910,ST-59,여의동_036_3,ST-1005,신정1동_027_1,1,49,7744,여의동,신정1동,9,10,일
448585,2024-04-21,출발시간,910,ST-70,여의동_016_1,ST-3160,여의동_026_1,1,40,3267,여의동,여의동,9,10,일
448716,2024-04-21,도착시간,910,ST-1970,여의동_003_3,ST-3073,여의동_005_5,1,4,865,여의동,여의동,9,10,일
448823,2024-04-21,도착시간,910,ST-3073,여의동_005_5,ST-3072,여의동_005_4,1,3,288,여의동,여의동,9,10,일
448853,2024-04-21,도착시간,910,ST-46,여의동_001_3,ST-47,여의동_001_4,1,4,394,여의동,여의동,9,10,일
449115,2024-04-21,출발시간,915,ST-3072,여의동_005_4,ST-55,여의동_005_10,1,3,451,여의동,여의동,9,10,일
449116,2024-04-21,출발시간,915,ST-3073,여의동_005_5,ST-3073,여의동_005_5,4,102,50,여의동,여의동,9,10,일
449163,2024-04-21,출발시간,915,ST-50,여의동_034_1,ST-47,여의동_001_4,1,5,666,여의동,여의동,9,10,일
449168,2024-04-21,출발시간,915,ST-53,여의동_034_2,ST-52,여의동_001_6,1,18,2104,여의동,여의동,9,10,일
449178,2024-04-21,출발시간,915,ST-62,여의동_017_1,ST-66,여의동_005_14,1,3,490,여의동,여의동,9,10,일
449186,2024-04-21,출발시간,915,ST-71,여의동_050_1,ST-2240,이촌2동_011_2,2,56,7874,여의동,이촌2동,9,10,일
449423,2024-04-21,도착시간,915,ST-3072,여의동_005_4,ST-55,여의동_005_10,1,3,451,여의동,여의동,9,10,일
449425,2024-04-21,도착시간,915,ST-3073,여의동_005_5,ST-63,여의동_045_1,1,94,2543,여의동,여의동,9,10,일
449436,2024-04-21,도착시간,915,ST-3160,여의동_026_1,ST-67,여의동_061_1,1,7,1024,여의동,여의동,9,10,일
449473,2024-04-21,도착시간,915,ST-62,여의동_017_1,ST-66,여의동_005_14,1,3,490,여의동,여의동,9,10,일
449748,2024-04-21,출발시간,920,ST-296,여의동_002_1,ST-1976,문래동_011_1,1,80,14590,여의동,문래동,9,10,일
449794,2024-04-21,출발시간,920,ST-47,여의동_001_4,ST-47,여의동_001_4,1,60,9468,여의동,여의동,9,10,일
449811,2024-04-21,출발시간,920,ST-60,여의동_036_4,ST-2814,여의동_055_1,1,13,2098,여의동,여의동,9,10,일
449817,2024-04-21,출발시간,920,ST-63,여의동_045_1,ST-2646,여의동_003_8,1,16,1534,여의동,여의동,9,10,일
449821,2024-04-21,출발시간,920,ST-67,여의동_061_1,ST-70,여의동_016_1,1,2,581,여의동,여의동,9,10,일
450090,2024-04-21,도착시간,920,ST-50,여의동_034_1,ST-47,여의동_001_4,1,5,666,여의동,여의동,9,10,일
450424,2024-04-21,출발시간,925,ST-424,여의동_005_8,ST-66,여의동_005_14,1,1,380,여의동,여의동,9,10,일
450428,2024-04-21,출발시간,925,ST-46,여의동_001_3,ST-51,여의동_001_5,1,3,381,여의동,여의동,9,10,일
450430,2024-04-21,출발시간,925,ST-47,여의동_001_4,ST-3061,여의동_036_1,1,8,1100,여의동,여의동,9,10,일
450457,2024-04-21,출발시간,925,ST-71,여의동_050_1,ST-70,여의동_016_1,1,1,390,여의동,여의동,9,10,일
450562,2024-04-21,도착시간,925,ST-1970,여의동_003_3,ST-1520,화곡6동_037_1,1,42,5847,여의동,화곡6동,9,10,일
450648,2024-04-21,도착시간,925,ST-2814,여의동_055_1,ST-67,여의동_061_1,1,40,8371,여의동,여의동,9,10,일
450709,2024-04-21,도착시간,925,ST-424,여의동_005_8,ST-66,여의동_005_14,1,1,380,여의동,여의동,9,10,일
450715,2024-04-21,도착시간,925,ST-46,여의동_001_3,ST-51,여의동_001_5,1,3,381,여의동,여의동,9,10,일
450732,2024-04-21,도착시간,925,ST-67,여의동_061_1,ST-70,여의동_016_1,1,2,581,여의동,여의동,9,10,일
451008,2024-04-21,출발시간,930,ST-3160,여의동_026_1,ST-2899,여의동_005_2,1,1,142,여의동,여의동,9,10,일
451054,2024-04-21,출발시간,930,ST-50,여의동_034_1,ST-50,여의동_034_1,1,19,1280,여의동,여의동,9,10,일
451083,2024-04-21,출발시간,930,ST-69,여의동_051_2,ST-70,여의동_016_1,1,61,16460,여의동,여의동,9,10,일
451362,2024-04-21,도착시간,930,ST-3160,여의동_026_1,ST-2240,이촌2동_011_2,1,30,4420,여의동,이촌2동,9,10,일
451363,2024-04-21,도착시간,930,ST-3160,여의동_026_1,ST-2899,여의동_005_2,1,1,142,여의동,여의동,9,10,일
451396,2024-04-21,도착시간,930,ST-47,여의동_001_4,ST-293,영등포동_008_1,1,22,3210,여의동,영등포동,9,10,일
451413,2024-04-21,도착시간,930,ST-71,여의동_050_1,ST-70,여의동_016_1,1,1,390,여의동,여의동,9,10,일
452050,2024-04-21,도착시간,935,ST-2814,여의동_055_1,ST-295,당산2동_051_1,1,25,5345,여의동,당산2동,9,10,일
452111,2024-04-21,도착시간,935,ST-47,여의동_001_4,ST-3061,여의동_036_1,1,8,1100,여의동,여의동,9,10,일
452124,2024-04-21,도착시간,935,ST-53,여의동_034_2,ST-52,여의동_001_6,1,18,2104,여의동,여의동,9,10,일
452132,2024-04-21,도착시간,935,ST-59,여의동_036_3,ST-1994,목5동_034_1,1,37,8260,여의동,목5동,9,10,일
452133,2024-04-21,도착시간,935,ST-60,여의동_036_4,ST-2814,여의동_055_1,1,13,2098,여의동,여의동,9,10,일
452138,2024-04-21,도착시간,935,ST-63,여의동_045_1,ST-2646,여의동_003_8,1,16,1534,여의동,여의동,9,10,일
452495,2024-04-21,출발시간,940,ST-3072,여의동_005_4,ST-73,여의동_009_1,1,60,6977,여의동,여의동,9,10,일
452511,2024-04-21,출발시간,940,ST-3239,여의동_005_7,ST-73,여의동_009_1,2,87,11040,여의동,여의동,9,10,일
452538,2024-04-21,출발시간,940,ST-47,여의동_001_4,ST-51,여의동_001_5,1,6,694,여의동,여의동,9,10,일
452584,2024-04-21,출발시간,940,ST-71,여의동_050_1,ST-3061,여의동_036_1,1,10,1386,여의동,여의동,9,10,일
452585,2024-04-21,출발시간,940,ST-72,여의동_005_15,ST-66,여의동_005_14,1,3,527,여의동,여의동,9,10,일
452842,2024-04-21,도착시간,940,ST-2814,여의동_055_1,ST-2822,영등포동_012_2,1,41,4760,여의동,영등포동,9,10,일
452936,2024-04-21,도착시간,940,ST-72,여의동_005_15,ST-66,여의동_005_14,1,3,527,여의동,여의동,9,10,일
453118,2024-04-21,출발시간,945,ST-1971,여의동_001_2,ST-2530,서강동_028_1,1,17,2129,여의동,서강동,9,10,일
453269,2024-04-21,출발시간,945,ST-297,여의동_004_1,ST-953,삼성1동_023_1,1,55,13699,여의동,삼성1동,9,10,일
453354,2024-04-21,출발시간,945,ST-59,여의동_036_3,ST-425,여의동_035_2,2,124,15554,여의동,여의동,9,10,일
453364,2024-04-21,출발시간,945,ST-68,여의동_058_1,ST-422,당산2동_004_2,1,22,4536,여의동,당산2동,9,10,일
453365,2024-04-21,출발시간,945,ST-68,여의동_058_1,ST-59,여의동_036_3,1,16,2007,여의동,여의동,9,10,일
453370,2024-04-21,출발시간,945,ST-71,여의동_050_1,ST-68,여의동_058_1,1,4,780,여의동,여의동,9,10,일
453374,2024-04-21,출발시간,945,ST-73,여의동_009_1,ST-297,여의동_004_1,1,85,721,여의동,여의동,9,10,일
453742,2024-04-21,도착시간,945,ST-46,여의동_001_3,ST-3239,여의동_005_7,2,127,5331,여의동,여의동,9,10,일
453744,2024-04-21,도착시간,945,ST-47,여의동_001_4,ST-51,여의동_001_5,1,6,694,여의동,여의동,9,10,일
453782,2024-04-21,도착시간,945,ST-71,여의동_050_1,ST-2240,이촌2동_011_2,2,56,7874,여의동,이촌2동,9,10,일
454040,2024-04-21,출발시간,950,ST-2814,여의동_055_1,ST-2813,여의동_052_1,1,4,610,여의동,여의동,9,10,일
454076,2024-04-21,출발시간,950,ST-297,여의동_004_1,ST-66,여의동_005_14,1,45,4521,여의동,여의동,9,10,일
454095,2024-04-21,출발시간,950,ST-3072,여의동_005_4,ST-73,여의동_009_1,1,13,1399,여의동,여의동,9,10,일
454143,2024-04-21,출발시간,950,ST-424,여의동_005_8,ST-69,여의동_051_2,1,6,780,여의동,여의동,9,10,일
454161,2024-04-21,출발시간,950,ST-59,여의동_036_3,ST-62,여의동_017_1,1,6,770,여의동,여의동,9,10,일
454167,2024-04-21,출발시간,950,ST-67,여의동_061_1,ST-2814,여의동_055_1,1,98,273,여의동,여의동,9,10,일
454168,2024-04-21,출발시간,950,ST-67,여의동_061_1,ST-55,여의동_005_10,1,9,987,여의동,여의동,9,10,일
454170,2024-04-21,출발시간,950,ST-68,여의동_058_1,ST-70,여의동_016_1,1,2,520,여의동,여의동,9,10,일
454177,2024-04-21,출발시간,950,ST-71,여의동_050_1,ST-3171,신길1동_020_1,1,5,1050,여의동,신길1동,9,10,일
454179,2024-04-21,출발시간,950,ST-72,여의동_005_15,ST-2530,서강동_028_1,1,73,4740,여의동,서강동,9,10,일
454571,2024-04-21,도착시간,950,ST-50,여의동_034_1,ST-50,여의동_034_1,1,19,1280,여의동,여의동,9,10,일
454604,2024-04-21,도착시간,950,ST-68,여의동_058_1,ST-3061,여의동_036_1,1,53,3128,여의동,여의동,9,10,일
454605,2024-04-21,도착시간,950,ST-68,여의동_058_1,ST-70,여의동_016_1,1,2,520,여의동,여의동,9,10,일
454610,2024-04-21,도착시간,950,ST-70,여의동_016_1,ST-3160,여의동_026_1,1,40,3267,여의동,여의동,9,10,일
454613,2024-04-21,도착시간,950,ST-71,여의동_050_1,ST-3061,여의동_036_1,1,10,1386,여의동,여의동,9,10,일
454614,2024-04-21,도착시간,950,ST-71,여의동_050_1,ST-68,여의동_058_1,1,4,780,여의동,여의동,9,10,일
454932,2024-04-21,출발시간,955,ST-2813,여의동_052_1,ST-424,여의동_005_8,1,6,860,여의동,여의동,9,9,일
454979,2024-04-21,출발시간,955,ST-3072,여의동_005_4,ST-2810,신길1동_004_1,1,8,1400,여의동,신길1동,9,9,일
454980,2024-04-21,출발시간,955,ST-3072,여의동_005_4,ST-66,여의동_005_14,1,8,789,여의동,여의동,9,9,일
455047,2024-04-21,출발시간,955,ST-71,여의동_050_1,ST-71,여의동_050_1,1,86,6774,여의동,여의동,9,9,일
455048,2024-04-21,출발시간,955,ST-72,여의동_005_15,ST-699,노량진2동_015_1,1,16,1675,여의동,노량진2동,9,9,일
455051,2024-04-21,출발시간,955,ST-73,여의동_009_1,ST-693,흑석동_059_2,1,20,4570,여의동,흑석동,9,9,일
455337,2024-04-21,도착시간,955,ST-2814,여의동_055_1,ST-2813,여의동_052_1,1,4,610,여의동,여의동,9,9,일
455433,2024-04-21,도착시간,955,ST-424,여의동_005_8,ST-69,여의동_051_2,1,6,780,여의동,여의동,9,9,일
455470,2024-04-21,도착시간,955,ST-59,여의동_036_3,ST-62,여의동_017_1,1,6,770,여의동,여의동,9,9,일
455484,2024-04-21,도착시간,955,ST-71,여의동_050_1,ST-3171,신길1동_020_1,1,5,1050,여의동,신길1동,9,9,일
455771,2024-04-21,출발시간,1000,ST-2814,여의동_055_1,ST-1920,반포2동_038_1,1,73,10351,여의동,반포2동,10,11,일
455857,2024-04-21,출발시간,1000,ST-46,여의동_001_3,ST-291,영등포본동_026_1,1,21,2881,여의동,영등포본동,10,11,일
455864,2024-04-21,출발시간,1000,ST-52,여의동_001_6,ST-2905,망원1동_041_1,1,42,426,여의동,망원1동,10,11,일
455869,2024-04-21,출발시간,1000,ST-60,여의동_036_4,ST-425,여의동_035_2,1,53,8514,여의동,여의동,10,11,일
455882,2024-04-21,출발시간,1000,ST-73,여의동_009_1,ST-748,반포2동_017_1,3,265,33539,여의동,반포2동,10,11,일
455883,2024-04-21,출발시간,1000,ST-73,여의동_009_1,ST-760,방배4동_011_1,1,94,9691,여의동,방배4동,10,11,일
456142,2024-04-21,도착시간,1000,ST-2813,여의동_052_1,ST-424,여의동_005_8,1,6,860,여의동,여의동,10,11,일
456180,2024-04-21,도착시간,1000,ST-3072,여의동_005_4,ST-66,여의동_005_14,1,8,789,여의동,여의동,10,11,일
456181,2024-04-21,도착시간,1000,ST-3072,여의동_005_4,ST-73,여의동_009_1,1,13,1399,여의동,여의동,10,11,일
456236,2024-04-21,도착시간,1000,ST-59,여의동_036_3,ST-1005,신정1동_027_1,1,49,7744,여의동,신정1동,10,11,일
456243,2024-04-21,도착시간,1000,ST-67,여의동_061_1,ST-55,여의동_005_10,1,9,987,여의동,여의동,10,11,일
456244,2024-04-21,도착시간,1000,ST-68,여의동_058_1,ST-59,여의동_036_3,1,16,2007,여의동,여의동,10,11,일
456568,2024-04-21,출발시간,1005,ST-3072,여의동_005_4,ST-2492,가양1동_002_5,1,56,10217,여의동,가양1동,10,11,일
456613,2024-04-21,출발시간,1005,ST-46,여의동_001_3,ST-66,여의동_005_14,2,22,3150,여의동,여의동,10,11,일
456614,2024-04-21,출발시간,1005,ST-47,여의동_001_4,ST-63,여의동_045_1,2,36,5373,여의동,여의동,10,11,일
456638,2024-04-21,출발시간,1005,ST-60,여의동_036_4,ST-72,여의동_005_15,1,5,1130,여의동,여의동,10,11,일
456643,2024-04-21,출발시간,1005,ST-67,여의동_061_1,ST-2814,여의동_055_1,1,59,1859,여의동,여의동,10,11,일
456651,2024-04-21,출발시간,1005,ST-73,여의동_009_1,ST-2646,여의동_003_8,1,12,1543,여의동,여의동,10,11,일
456653,2024-04-21,출발시간,1005,ST-73,여의동_009_1,ST-760,방배4동_011_1,1,86,9632,여의동,방배4동,10,11,일
456815,2024-04-21,도착시간,1005,ST-1971,여의동_001_2,ST-2530,서강동_028_1,1,17,2129,여의동,서강동,10,11,일
456967,2024-04-21,도착시간,1005,ST-3072,여의동_005_4,ST-2810,신길1동_004_1,1,8,1400,여의동,신길1동,10,11,일
456968,2024-04-21,도착시간,1005,ST-3073,여의동_005_5,ST-3073,여의동_005_5,2,102,50,여의동,여의동,10,11,일
457017,2024-04-21,도착시간,1005,ST-68,여의동_058_1,ST-422,당산2동_004_2,1,22,4536,여의동,당산2동,10,11,일
457314,2024-04-21,출발시간,1010,ST-2814,여의동_055_1,ST-62,여의동_017_1,1,40,1910,여의동,여의동,10,11,일
457362,2024-04-21,출발시간,1010,ST-3239,여의동_005_7,ST-307,신길7동_001_2,1,17,2182,여의동,신길7동,10,11,일
457395,2024-04-21,출발시간,1010,ST-47,여의동_001_4,ST-47,여의동_001_4,1,66,9068,여의동,여의동,10,11,일
457396,2024-04-21,출발시간,1010,ST-47,여의동_001_4,ST-53,여의동_034_2,1,4,700,여의동,여의동,10,11,일
457416,2024-04-21,출발시간,1010,ST-59,여의동_036_3,ST-50,여의동_034_1,1,5,1000,여의동,여의동,10,11,일
457429,2024-04-21,출발시간,1010,ST-69,여의동_051_2,ST-63,여의동_045_1,1,20,1158,여의동,여의동,10,11,일
457433,2024-04-21,출발시간,1010,ST-71,여의동_050_1,ST-71,여의동_050_1,1,131,19179,여의동,여의동,10,11,일
457438,2024-04-21,출발시간,1010,ST-73,여의동_009_1,ST-47,여의동_001_4,1,63,7490,여의동,여의동,10,11,일
458103,2024-04-21,출발시간,1015,ST-2814,여의동_055_1,ST-63,여의동_045_1,1,15,1460,여의동,여의동,10,11,일
458104,2024-04-21,출발시간,1015,ST-2814,여의동_055_1,ST-66,여의동_005_14,2,15,2139,여의동,여의동,10,11,일
458205,2024-04-21,출발시간,1015,ST-47,여의동_001_4,ST-66,여의동_005_14,1,11,1112,여의동,여의동,10,11,일
458217,2024-04-21,출발시간,1015,ST-55,여의동_005_10,ST-53,여의동_034_2,1,5,913,여의동,여의동,10,11,일
458230,2024-04-21,출발시간,1015,ST-67,여의동_061_1,ST-67,여의동_061_1,1,65,4650,여의동,여의동,10,11,일
458241,2024-04-21,출발시간,1015,ST-73,여의동_009_1,ST-47,여의동_001_4,1,58,7765,여의동,여의동,10,11,일
