,기준_날짜,집계_기준,기준_시간대,시작_대여소_ID,시작_대여소명,종료_대여소_ID,종료_대여소명,전체_건수,전체_이용_분,전체_이용_거리,시작_동,종료_동,시작_시간대,종료_시간대,요일,구,면적,구성비,거리로그변환,로그_이용_거리
1044593,2024-04-19,도착시간,700,ST-702,신림동_029_1,ST-685,대방동_008_1,1,34,4506,신림동,대방동,7,8,금,관악구,0.54,0.09,8.41316512099219,8.413608875159667
1045222,2024-04-19,도착시간,705,ST-1269,신림동_024_1,ST-1905,서초2동_001_1,1,48,10562,신림동,서초2동,7,8,금,관악구,0.54,0.09,9.26501793326688,9.265207273417023
1045493,2024-04-19,도착시간,705,ST-3199,신림동_037_1,ST-1357,신사동_012_1,1,102,3258,신림동,신사동,7,8,금,관악구,0.54,0.09,8.08886878916199,8.089482474360754
1046175,2024-04-19,도착시간,710,ST-1259,신림동_019_1,ST-300,신길6동_030_1,1,14,2400,신림동,신길6동,7,8,금,관악구,0.54,0.09,7.783224016336037,7.784057002639929
1046533,2024-04-19,도착시간,710,ST-702,신림동_029_1,ST-715,청룡동_034_2,1,13,2313,신림동,청룡동,7,8,금,관악구,0.54,0.09,7.746300662231439,7.747164966520335
1047199,2024-04-19,출발시간,715,ST-702,신림동_029_1,ST-3182,구로2동_011_3,1,36,8153,신림동,구로2동,7,8,금,관악구,0.54,0.09,9.006141236662911,9.006386515055114
1048403,2024-04-19,출발시간,720,ST-702,신림동_029_1,ST-1537,독산3동_013_1,1,14,1950,신림동,독산3동,7,8,금,관악구,0.54,0.09,7.575584651557793,7.5766097669730375
1048404,2024-04-19,출발시간,720,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,3,566,신림동,신사동,7,8,금,관악구,0.54,0.09,6.338594078203183,6.342121418721152
1048874,2024-04-19,도착시간,720,ST-3199,신림동_037_1,ST-1276,가산동_003_2,1,22,4320,신림동,가산동,7,8,금,관악구,0.54,0.09,8.371010681238156,8.371473537066832
1048977,2024-04-19,도착시간,720,ST-702,신림동_029_1,ST-702,신림동_029_1,1,44,9800,신림동,신림동,7,8,금,관악구,0.54,0.09,9.190137664658664,9.190341725469493
1049077,2024-04-19,출발시간,725,ST-1270,신림동_030_1,ST-671,구로4동_006_1,1,21,3530,신림동,구로4동,7,8,금,관악구,0.54,0.09,8.169053149927343,8.16961956172385
1050437,2024-04-19,도착시간,725,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,3,566,신림동,신사동,7,8,금,관악구,0.54,0.09,6.338594078203183,6.342121418721152
1053092,2024-04-19,출발시간,735,ST-702,신림동_029_1,ST-1542,신대방1동_013_1,1,12,2150,신림동,신대방1동,7,8,금,관악구,0.54,0.09,7.673223121121708,7.674152921281675
1053899,2024-04-19,도착시간,735,ST-702,신림동_029_1,ST-1537,독산3동_013_1,1,14,1950,신림동,독산3동,7,8,금,관악구,0.54,0.09,7.575584651557793,7.5766097669730375
1055081,2024-04-19,출발시간,740,ST-702,신림동_029_1,ST-2614,신사동_044_1,1,5,450,신림동,신사동,7,8,금,관악구,0.54,0.09,6.1092475827643655,6.113682179832232
1057494,2024-04-19,도착시간,745,ST-1270,신림동_030_1,ST-671,구로4동_006_1,1,21,3530,신림동,구로4동,7,8,금,관악구,0.54,0.09,8.169053149927343,8.16961956172385
1058438,2024-04-19,도착시간,745,ST-702,신림동_029_1,ST-1542,신대방1동_013_1,1,12,2150,신림동,신대방1동,7,8,금,관악구,0.54,0.09,7.673223121121708,7.674152921281675
1058439,2024-04-19,도착시간,745,ST-702,신림동_029_1,ST-2614,신사동_044_1,1,5,450,신림동,신사동,7,8,금,관악구,0.54,0.09,6.1092475827643655,6.113682179832232
1058633,2024-04-19,출발시간,750,ST-1270,신림동_030_1,ST-2614,신사동_044_1,1,7,980,신림동,신사동,7,8,금,관악구,0.54,0.09,6.887552571664617,6.889591308354466
1060842,2024-04-19,도착시간,750,ST-702,신림동_029_1,ST-3182,구로2동_011_3,1,36,8153,신림동,구로2동,7,8,금,관악구,0.54,0.09,9.006141236662911,9.006386515055114
1061030,2024-04-19,출발시간,755,ST-1259,신림동_019_1,ST-1543,신대방2동_027_2,1,17,1837,신림동,신대방2동,7,7,금,관악구,0.54,0.09,7.515889085215125,7.516977224604321
1061033,2024-04-19,출발시간,755,ST-1269,신림동_024_1,ST-703,신사동_023_1,1,6,884,신림동,신사동,7,7,금,관악구,0.54,0.09,6.784457062637643,6.786716950605081
1061034,2024-04-19,출발시간,755,ST-1269,신림동_024_1,ST-705,난곡동_019_1,1,22,2800,신림동,난곡동,7,7,금,관악구,0.54,0.09,7.937374696163295,7.938088726896952
1061936,2024-04-19,출발시간,755,ST-702,신림동_029_1,ST-1357,신사동_012_1,1,5,1100,신림동,신사동,7,7,금,관악구,0.54,0.09,7.003065458786462,7.004881989712859
1061937,2024-04-19,출발시간,755,ST-702,신림동_029_1,ST-714,은천동_051_1,1,14,1802,신림동,은천동,7,7,금,관악구,0.54,0.09,7.496652438168283,7.4977617006225685
1064152,2024-04-19,출발시간,800,ST-702,신림동_029_1,ST-3040,대림3동_024_1,1,20,4793,신림동,대림3동,8,9,금,관악구,0.54,0.09,8.474911799159631,8.475328987317539
1064335,2024-04-19,도착시간,800,ST-1269,신림동_024_1,ST-703,신사동_023_1,1,6,884,신림동,신사동,8,9,금,관악구,0.54,0.09,6.784457062637643,6.786716950605081
1064336,2024-04-19,도착시간,800,ST-1270,신림동_030_1,ST-2614,신사동_044_1,1,7,980,신림동,신사동,8,9,금,관악구,0.54,0.09,6.887552571664617,6.889591308354466
1065196,2024-04-19,도착시간,800,ST-702,신림동_029_1,ST-1357,신사동_012_1,1,5,1100,신림동,신사동,8,9,금,관악구,0.54,0.09,7.003065458786462,7.004881989712859
1065372,2024-04-19,출발시간,805,ST-1259,신림동_019_1,ST-882,은천동_039_1,1,3,410,신림동,은천동,8,9,금,관악구,0.54,0.09,6.016157159698354,6.021023349349527
1065378,2024-04-19,출발시간,805,ST-1270,신림동_030_1,ST-1975,도림동_020_1,1,21,4140,신림동,도림동,8,9,금,관악구,0.54,0.09,8.32845106681936,8.328934041955529
1067583,2024-04-19,출발시간,810,ST-1259,신림동_019_1,ST-1678,삼성동_003_1,1,17,2630,신림동,삼성동,8,9,금,관악구,0.54,0.09,7.874739125171811,7.875499292445208
1067589,2024-04-19,출발시간,810,ST-1269,신림동_024_1,ST-2811,양평2동_024_1,1,40,9552,신림동,양평2동,8,9,금,관악구,0.54,0.09,9.164505835632383,9.164715193949908
1068657,2024-04-19,출발시간,810,ST-702,신림동_029_1,ST-1999,목2동_038_1,1,39,11300,신림동,목2동,8,9,금,관악구,0.54,0.09,9.332558004700433,9.33273498018979
1068658,2024-04-19,출발시간,810,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,3,503,신림동,신사동,8,9,금,관악구,0.54,0.09,6.220590170099739,6.22455842927536
1068659,2024-04-19,출발시간,810,ST-702,신림동_029_1,ST-3105,신대방2동_011_1,1,6,1191,신림동,신대방2동,8,9,금,관악구,0.54,0.09,7.0825485693553,7.084226422097916
1068848,2024-04-19,도착시간,810,ST-1259,신림동_019_1,ST-882,은천동_039_1,1,3,410,신림동,은천동,8,9,금,관악구,0.54,0.09,6.016157159698354,6.021023349349527
1069741,2024-04-19,도착시간,810,ST-702,신림동_029_1,ST-714,은천동_051_1,1,14,1802,신림동,은천동,8,9,금,관악구,0.54,0.09,7.496652438168283,7.4977617006225685
1071006,2024-04-19,출발시간,815,ST-702,신림동_029_1,ST-1268,보라매동_002_1,1,7,825,신림동,보라매동,8,9,금,관악구,0.54,0.09,6.715383386334681,6.717804695023691
1071007,2024-04-19,출발시간,815,ST-702,신림동_029_1,ST-1542,신대방1동_013_1,1,10,2197,신림동,신대방1동,8,9,금,관악구,0.54,0.09,7.69484807238461,7.695757990554761
1071211,2024-04-19,도착시간,815,ST-1259,신림동_019_1,ST-1543,신대방2동_027_2,1,17,1837,신림동,신대방2동,8,9,금,관악구,0.54,0.09,7.515889085215125,7.516977224604321
1072247,2024-04-19,도착시간,815,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,3,503,신림동,신사동,8,9,금,관악구,0.54,0.09,6.220590170099739,6.22455842927536
1072248,2024-04-19,도착시간,815,ST-702,신림동_029_1,ST-3105,신대방2동_011_1,1,6,1191,신림동,신대방2동,8,9,금,관악구,0.54,0.09,7.0825485693553,7.084226422097916
1073755,2024-04-19,도착시간,820,ST-1269,신림동_024_1,ST-705,난곡동_019_1,1,22,2800,신림동,난곡동,8,9,금,관악구,0.54,0.09,7.937374696163295,7.938088726896952
1074820,2024-04-19,도착시간,820,ST-702,신림동_029_1,ST-3040,대림3동_024_1,1,20,4793,신림동,대림3동,8,9,금,관악구,0.54,0.09,8.474911799159631,8.475328987317539
1075034,2024-04-19,출발시간,825,ST-1259,신림동_019_1,ST-2394,청룡동_034_1,1,9,1601,신림동,청룡동,8,9,금,관악구,0.54,0.09,7.3783837129967145,7.3796321526095525
1075035,2024-04-19,출발시간,825,ST-1259,신림동_019_1,ST-702,신림동_029_1,1,4,510,신림동,신림동,8,9,금,관악구,0.54,0.09,6.234410725718371,6.238324625039508
1075852,2024-04-19,출발시간,825,ST-3199,신림동_037_1,ST-1268,보라매동_002_1,1,7,738,신림동,보라매동,8,9,금,관악구,0.54,0.09,6.6039438246004725,6.606650186198215
1076074,2024-04-19,출발시간,825,ST-702,신림동_029_1,ST-3105,신대방2동_011_1,1,9,1144,신림동,신대방2동,8,9,금,관악구,0.54,0.09,7.042286171939743,7.044032897274685
1076296,2024-04-19,도착시간,825,ST-1259,신림동_019_1,ST-1678,삼성동_003_1,1,17,2630,신림동,삼성동,8,9,금,관악구,0.54,0.09,7.874739125171811,7.875499292445208
1076304,2024-04-19,도착시간,825,ST-1270,신림동_030_1,ST-1975,도림동_020_1,1,21,4140,신림동,도림동,8,9,금,관악구,0.54,0.09,8.32845106681936,8.328934041955529
1077311,2024-04-19,도착시간,825,ST-702,신림동_029_1,ST-1268,보라매동_002_1,1,7,825,신림동,보라매동,8,9,금,관악구,0.54,0.09,6.715383386334681,6.717804695023691
1077312,2024-04-19,도착시간,825,ST-702,신림동_029_1,ST-1542,신대방1동_013_1,1,10,2197,신림동,신대방1동,8,9,금,관악구,0.54,0.09,7.69484807238461,7.695757990554761
1078815,2024-04-19,도착시간,830,ST-1259,신림동_019_1,ST-702,신림동_029_1,1,4,510,신림동,신림동,8,9,금,관악구,0.54,0.09,6.234410725718371,6.238324625039508
1079576,2024-04-19,도착시간,830,ST-3199,신림동_037_1,ST-1268,보라매동_002_1,1,7,738,신림동,보라매동,8,9,금,관악구,0.54,0.09,6.6039438246004725,6.606650186198215
1081191,2024-04-19,출발시간,835,ST-702,신림동_029_1,ST-637,독산1동_018_1,1,16,3592,신림동,독산1동,8,9,금,관악구,0.54,0.09,8.18646442942209,8.187021067343505
1081192,2024-04-19,출발시간,835,ST-702,신림동_029_1,ST-702,신림동_029_1,1,38,8418,신림동,신림동,8,9,금,관악구,0.54,0.09,9.038127549330516,9.038365107236372
1081446,2024-04-19,도착시간,835,ST-1259,신림동_019_1,ST-2394,청룡동_034_1,1,9,1601,신림동,청룡동,8,9,금,관악구,0.54,0.09,7.3783837129967145,7.3796321526095525
1082428,2024-04-19,도착시간,835,ST-702,신림동_029_1,ST-3105,신대방2동_011_1,1,9,1144,신림동,신대방2동,8,9,금,관악구,0.54,0.09,7.042286171939743,7.044032897274685
1082674,2024-04-19,출발시간,840,ST-1269,신림동_024_1,ST-719,낙성대동_028_1,1,45,3057,신림동,낙성대동,8,9,금,관악구,0.54,0.09,8.025189321890835,8.025843344150903
1083830,2024-04-19,출발시간,840,ST-702,신림동_029_1,ST-1259,신림동_019_1,1,4,534,신림동,신림동,8,9,금,관악구,0.54,0.09,6.280395838960195,6.284134161070802
1083831,2024-04-19,출발시간,840,ST-702,신림동_029_1,ST-1357,신사동_012_1,1,6,1151,신림동,신사동,8,9,금,관악구,0.54,0.09,7.048386408721883,7.050122520269059
1083832,2024-04-19,출발시간,840,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,710,신림동,신사동,8,9,금,관악구,0.54,0.09,6.565264970035361,6.568077911411976
1083833,2024-04-19,출발시간,840,ST-702,신림동_029_1,ST-873,구로5동_027_2,1,23,5840,신림동,구로5동,8,9,금,관악구,0.54,0.09,8.672486075822272,8.672828482947686
1085527,2024-04-19,출발시간,845,ST-1269,신림동_024_1,ST-3105,신대방2동_011_1,1,6,768,신림동,신대방2동,8,9,금,관악구,0.54,0.09,6.643789733147672,6.646390514847729
1085528,2024-04-19,출발시간,845,ST-1270,신림동_030_1,ST-3143,서림동_013_1,1,11,2248,신림동,서림동,8,9,금,관악구,0.54,0.09,7.717796211013582,7.718685495198466
1086350,2024-04-19,출발시간,845,ST-3199,신림동_037_1,ST-702,신림동_029_1,1,1,270,신림동,신림동,8,9,금,관악구,0.54,0.09,5.598421958998375,5.605802066295998
1086351,2024-04-19,출발시간,845,ST-3199,신림동_037_1,ST-936,구로3동_037_2,1,17,3191,신림동,구로3동,8,9,금,관악구,0.54,0.09,8.068089626278244,8.068716192714781
1088267,2024-04-19,도착시간,845,ST-702,신림동_029_1,ST-1259,신림동_019_1,1,4,534,신림동,신림동,8,9,금,관악구,0.54,0.09,6.280395838960195,6.284134161070802
1088268,2024-04-19,도착시간,845,ST-702,신림동_029_1,ST-1357,신사동_012_1,1,6,1151,신림동,신사동,8,9,금,관악구,0.54,0.09,7.048386408721883,7.050122520269059
1088269,2024-04-19,도착시간,845,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,710,신림동,신사동,8,9,금,관악구,0.54,0.09,6.565264970035361,6.568077911411976
1088525,2024-04-19,출발시간,850,ST-1259,신림동_019_1,ST-725,은천동_007_1,1,19,1070,신림동,은천동,8,9,금,관악구,0.54,0.09,6.975413927455952,6.977281341630747
1088526,2024-04-19,출발시간,850,ST-1259,신림동_019_1,ST-885,삼성동_011_1,1,18,2355,신림동,삼성동,8,9,금,관악구,0.54,0.09,7.764296006450518,7.7651449029361315
1089401,2024-04-19,출발시간,850,ST-702,신림동_029_1,ST-3199,신림동_037_1,1,39,2723,신림동,신림동,8,9,금,관악구,0.54,0.09,7.909489492673759,7.9102237070973445
1089402,2024-04-19,출발시간,850,ST-702,신림동_029_1,ST-702,신림동_029_1,1,36,8467,신림동,신림동,8,9,금,관악구,0.54,0.09,9.043931533642278,9.0441677169216
1089678,2024-04-19,도착시간,850,ST-1269,신림동_024_1,ST-2811,양평2동_024_1,1,40,9552,신림동,양평2동,8,9,금,관악구,0.54,0.09,9.164505835632383,9.164715193949908
1090747,2024-04-19,도착시간,850,ST-3199,신림동_037_1,ST-702,신림동_029_1,1,1,270,신림동,신림동,8,9,금,관악구,0.54,0.09,5.598421958998375,5.605802066295998
1091035,2024-04-19,도착시간,850,ST-702,신림동_029_1,ST-1999,목2동_038_1,1,39,11300,신림동,목2동,8,9,금,관악구,0.54,0.09,9.332558004700433,9.33273498018979
1091036,2024-04-19,도착시간,850,ST-702,신림동_029_1,ST-637,독산1동_018_1,1,16,3592,신림동,독산1동,8,9,금,관악구,0.54,0.09,8.18646442942209,8.187021067343505
1091893,2024-04-19,출발시간,855,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,690,신림동,신사동,8,8,금,관악구,0.54,0.09,6.536691597591305,6.539585955617669
1092124,2024-04-19,도착시간,855,ST-1269,신림동_024_1,ST-3105,신대방2동_011_1,1,6,768,신림동,신대방2동,8,8,금,관악구,0.54,0.09,6.643789733147672,6.646390514847729
1092125,2024-04-19,도착시간,855,ST-1270,신림동_030_1,ST-3143,서림동_013_1,1,11,2248,신림동,서림동,8,8,금,관악구,0.54,0.09,7.717796211013582,7.718685495198466
1093926,2024-04-19,출발시간,900,ST-702,신림동_029_1,ST-282,양평1동_012_1,2,142,22235,신림동,양평1동,9,10,금,관악구,0.54,0.09,10.009422902944797,10.009512847179431
1094600,2024-04-19,도착시간,900,ST-3199,신림동_037_1,ST-936,구로3동_037_2,1,17,3191,신림동,구로3동,9,10,금,관악구,0.54,0.09,8.068089626278244,8.068716192714781
1094733,2024-04-19,도착시간,900,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,690,신림동,신사동,9,10,금,관악구,0.54,0.09,6.536691597591305,6.539585955617669
1095505,2024-04-19,도착시간,905,ST-1259,신림동_019_1,ST-885,삼성동_011_1,1,18,2355,신림동,삼성동,9,10,금,관악구,0.54,0.09,7.764296006450518,7.7651449029361315
1096052,2024-04-19,도착시간,905,ST-702,신림동_029_1,ST-873,구로5동_027_2,1,23,5840,신림동,구로5동,9,10,금,관악구,0.54,0.09,8.672486075822272,8.672828482947686
1096771,2024-04-19,출발시간,910,ST-702,신림동_029_1,ST-2809,신길3동_025_2,1,15,3382,신림동,신길3동,9,10,금,관악구,0.54,0.09,8.126222529458525,8.126813720726114
1096909,2024-04-19,도착시간,910,ST-1259,신림동_019_1,ST-725,은천동_007_1,1,19,1070,신림동,은천동,9,10,금,관악구,0.54,0.09,6.975413927455952,6.977281341630747
1098085,2024-04-19,출발시간,915,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,0,신림동,신사동,9,10,금,관악구,0.54,0.09,-inf,0.6931471805599453
1098086,2024-04-19,출발시간,915,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,2,660,신림동,신사동,9,10,금,관악구,0.54,0.09,6.492239835020471,6.495265555937008
1098766,2024-04-19,도착시간,915,ST-702,신림동_029_1,ST-2851,신사동_015_1,1,2,0,신림동,신사동,9,10,금,관악구,0.54,0.09,-inf,0.6931471805599453
1098767,2024-04-19,도착시간,915,ST-702,신림동_029_1,ST-702,신림동_029_1,1,38,8418,신림동,신림동,9,10,금,관악구,0.54,0.09,9.038127549330516,9.038365107236372
1098887,2024-04-19,출발시간,920,ST-1259,신림동_019_1,ST-725,은천동_007_1,1,5,903,신림동,은천동,9,10,금,관악구,0.54,0.09,6.805722553416985,6.807934943699926
1098890,2024-04-19,출발시간,920,ST-1269,신림동_024_1,ST-2428,낙성대동_029_1,1,26,3286,신림동,낙성대동,9,10,금,관악구,0.54,0.09,8.097426298597213,8.098034756176071
1100122,2024-04-19,도착시간,920,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,2,660,신림동,신사동,9,10,금,관악구,0.54,0.09,6.492239835020471,6.495265555937008
1100256,2024-04-19,출발시간,925,ST-1269,신림동_024_1,ST-1259,신림동_019_1,1,61,1561,신림동,신림동,9,10,금,관악구,0.54,0.09,7.353081920515432,7.354362330421477
1100879,2024-04-19,도착시간,925,ST-1259,신림동_019_1,ST-725,은천동_007_1,1,5,903,신림동,은천동,9,10,금,관악구,0.54,0.09,6.805722553416985,6.807934943699926
1100887,2024-04-19,도착시간,925,ST-1269,신림동_024_1,ST-719,낙성대동_028_1,1,45,3057,신림동,낙성대동,9,10,금,관악구,0.54,0.09,8.025189321890835,8.025843344150903
1101440,2024-04-19,도착시간,925,ST-702,신림동_029_1,ST-2809,신길3동_025_2,1,15,3382,신림동,신길3동,9,10,금,관악구,0.54,0.09,8.126222529458525,8.126813720726114
1101441,2024-04-19,도착시간,925,ST-702,신림동_029_1,ST-702,신림동_029_1,1,36,8467,신림동,신림동,9,10,금,관악구,0.54,0.09,9.043931533642278,9.0441677169216
1101565,2024-04-19,출발시간,930,ST-1269,신림동_024_1,ST-1259,신림동_019_1,1,4,573,신림동,신림동,9,10,금,관악구,0.54,0.09,6.35088571671474,6.354370040797351
1101566,2024-04-19,출발시간,930,ST-1270,신림동_030_1,ST-703,신사동_023_1,1,6,824,신림동,신사동,9,10,금,관악구,0.54,0.09,6.714170529909472,6.716594773520978
1102056,2024-04-19,출발시간,930,ST-702,신림동_029_1,ST-705,난곡동_019_1,1,11,2080,신림동,난곡동,9,10,금,관악구,0.54,0.09,7.640123172695364,7.641084249174914
1102640,2024-04-19,도착시간,930,ST-702,신림동_029_1,ST-3199,신림동_037_1,1,39,2723,신림동,신림동,9,10,금,관악구,0.54,0.09,7.909489492673759,7.9102237070973445
1102755,2024-04-19,출발시간,935,ST-1270,신림동_030_1,ST-1521,구로3동_002_1,1,13,3310,신림동,구로3동,9,10,금,관악구,0.54,0.09,8.104703468371108,8.10530751550515
1103293,2024-04-19,출발시간,935,ST-702,신림동_029_1,ST-1547,대학동_029_1,1,26,3490,신림동,대학동,9,10,금,관악구,0.54,0.09,8.157657015196472,8.158229916959494
1103417,2024-04-19,도착시간,935,ST-1269,신림동_024_1,ST-1259,신림동_019_1,1,4,573,신림동,신림동,9,10,금,관악구,0.54,0.09,6.35088571671474,6.354370040797351
1104541,2024-04-19,출발시간,940,ST-702,신림동_029_1,ST-2394,청룡동_034_1,1,14,2227,신림동,청룡동,9,10,금,관악구,0.54,0.09,7.708410667257367,7.709308333385869
1104666,2024-04-19,도착시간,940,ST-1270,신림동_030_1,ST-703,신사동_023_1,1,6,824,신림동,신사동,9,10,금,관악구,0.54,0.09,6.714170529909472,6.716594773520978
1105171,2024-04-19,도착시간,940,ST-702,신림동_029_1,ST-705,난곡동_019_1,1,11,2080,신림동,난곡동,9,10,금,관악구,0.54,0.09,7.640123172695364,7.641084249174914
1105784,2024-04-19,출발시간,945,ST-702,신림동_029_1,ST-2892,구로5동_053_1,1,25,469,신림동,구로5동,9,10,금,관악구,0.54,0.09,6.150602768446279,6.154858094016418
1105785,2024-04-19,출발시간,945,ST-702,신림동_029_1,ST-426,당산2동_017_1,1,51,14673,신림동,당산2동,9,10,금,관악구,0.54,0.09,9.593764349207467,9.593900644696298
1105911,2024-04-19,도착시간,945,ST-1269,신림동_024_1,ST-2428,낙성대동_029_1,1,26,3286,신림동,낙성대동,9,10,금,관악구,0.54,0.09,8.097426298597213,8.098034756176071
1106584,2024-04-19,출발시간,950,ST-1270,신림동_030_1,ST-2996,신사동_020_1,1,4,671,신림동,신사동,9,10,금,관악구,0.54,0.09,6.508769136971682,6.511745329644728
1107024,2024-04-19,출발시간,950,ST-702,신림동_029_1,ST-885,삼성동_011_1,1,13,1870,신림동,삼성동,9,10,금,관악구,0.54,0.09,7.533693709848633,7.534762657037537
1107157,2024-04-19,도착시간,950,ST-1270,신림동_030_1,ST-1521,구로3동_002_1,1,13,3310,신림동,구로3동,9,10,금,관악구,0.54,0.09,8.104703468371108,8.10530751550515
1107158,2024-04-19,도착시간,950,ST-1270,신림동_030_1,ST-2996,신사동_020_1,1,4,671,신림동,신사동,9,10,금,관악구,0.54,0.09,6.508769136971682,6.511745329644728
1107846,2024-04-19,출발시간,955,ST-1270,신림동_030_1,ST-2614,신사동_044_1,1,7,881,신림동,신사동,9,9,금,관악구,0.54,0.09,6.78105762593618,6.78332520060396
1108844,2024-04-19,도착시간,955,ST-702,신림동_029_1,ST-2394,청룡동_034_1,1,14,2227,신림동,청룡동,9,9,금,관악구,0.54,0.09,7.708410667257367,7.709308333385869
1109347,2024-04-19,도착시간,1000,ST-1270,신림동_030_1,ST-2614,신사동_044_1,1,7,881,신림동,신사동,10,11,금,관악구,0.54,0.09,6.78105762593618,6.78332520060396
1109714,2024-04-19,도착시간,1000,ST-702,신림동_029_1,ST-1547,대학동_029_1,1,26,3490,신림동,대학동,10,11,금,관악구,0.54,0.09,8.157657015196472,8.158229916959494
1110617,2024-04-19,도착시간,1005,ST-702,신림동_029_1,ST-885,삼성동_011_1,1,13,1870,신림동,삼성동,10,11,금,관악구,0.54,0.09,7.533693709848633,7.534762657037537
1111463,2024-04-19,도착시간,1010,ST-702,신림동_029_1,ST-2892,구로5동_053_1,1,25,469,신림동,구로5동,10,11,금,관악구,0.54,0.09,6.150602768446279,6.154858094016418
1111546,2024-04-19,출발시간,1015,ST-1259,신림동_019_1,ST-3105,신대방2동_011_1,1,10,1486,신림동,신대방2동,10,11,금,관악구,0.54,0.09,7.303843225277705,7.305188215393037
1111894,2024-04-19,출발시간,1015,ST-702,신림동_029_1,ST-3105,신대방2동_011_1,1,100,3014,신림동,신대방2동,10,11,금,관악구,0.54,0.09,8.01102337918644,8.011686729127847
1111895,2024-04-19,출발시간,1015,ST-702,신림동_029_1,ST-3142,영등포본동_015_4,1,50,7760,신림동,영등포본동,10,11,금,관악구,0.54,0.09,8.956737613177264,8.956995311928852
1112362,2024-04-19,도착시간,1015,ST-702,신림동_029_1,ST-282,양평1동_012_1,2,142,22235,신림동,양평1동,10,11,금,관악구,0.54,0.09,10.009422902944797,10.009512847179431
1113697,2024-04-19,출발시간,1025,ST-702,신림동_029_1,ST-1650,영등포동_024_1,1,34,7292,신림동,영등포동,10,11,금,관악구,0.54,0.09,8.894533135798554,8.894807371368625
1113698,2024-04-19,출발시간,1025,ST-702,신림동_029_1,ST-668,구로3동_037_1,1,12,2650,신림동,구로3동,10,11,금,관악구,0.54,0.09,7.882314918980268,7.883069351305753
1113780,2024-04-19,도착시간,1025,ST-1259,신림동_019_1,ST-3105,신대방2동_011_1,1,10,1486,신림동,신대방2동,10,11,금,관악구,0.54,0.09,7.303843225277705,7.305188215393037
1113781,2024-04-19,도착시간,1025,ST-1269,신림동_024_1,ST-1259,신림동_019_1,1,61,1561,신림동,신림동,10,11,금,관악구,0.54,0.09,7.353081920515432,7.354362330421477
1115496,2024-04-19,출발시간,1035,ST-702,신림동_029_1,ST-3143,서림동_013_1,1,15,2194,신림동,서림동,10,11,금,관악구,0.54,0.09,7.693481640835175,7.694392802629421
1115931,2024-04-19,도착시간,1035,ST-702,신림동_029_1,ST-426,당산2동_017_1,1,51,14673,신림동,당산2동,10,11,금,관악구,0.54,0.09,9.593764349207467,9.593900644696298
1115932,2024-04-19,도착시간,1035,ST-702,신림동_029_1,ST-668,구로3동_037_1,1,12,2650,신림동,구로3동,10,11,금,관악구,0.54,0.09,7.882314918980268,7.883069351305753
1116023,2024-04-19,출발시간,1040,ST-1259,신림동_019_1,ST-1259,신림동_019_1,1,0,0,신림동,신림동,10,11,금,관악구,0.54,0.09,-inf,0.6931471805599453
1116024,2024-04-19,출발시간,1040,ST-1259,신림동_019_1,ST-965,낙성대동_007_2,1,8,1921,신림동,낙성대동,10,11,금,관악구,0.54,0.09,7.560601162768557,7.56164174558878
1116494,2024-04-19,도착시간,1040,ST-1259,신림동_019_1,ST-1259,신림동_019_1,1,0,0,신림동,신림동,10,11,금,관악구,0.54,0.09,-inf,0.6931471805599453
1118205,2024-04-19,출발시간,1050,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,713,신림동,신사동,10,11,금,관악구,0.54,0.09,6.569481420414296,6.5722825426940075
1118206,2024-04-19,출발시간,1050,ST-702,신림동_029_1,ST-724,서원동_043_1,1,19,4012,신림동,서원동,10,11,금,관악구,0.54,0.09,8.297045149081827,8.297543529356284
1118301,2024-04-19,도착시간,1050,ST-1259,신림동_019_1,ST-965,낙성대동_007_2,1,8,1921,신림동,낙성대동,10,11,금,관악구,0.54,0.09,7.560601162768557,7.56164174558878
1118708,2024-04-19,도착시간,1050,ST-702,신림동_029_1,ST-3143,서림동_013_1,1,15,2194,신림동,서림동,10,11,금,관악구,0.54,0.09,7.693481640835175,7.694392802629421
1119679,2024-04-19,도착시간,1055,ST-702,신림동_029_1,ST-2996,신사동_020_1,1,4,713,신림동,신사동,10,10,금,관악구,0.54,0.09,6.569481420414296,6.5722825426940075
1119776,2024-04-19,출발시간,1100,ST-1270,신림동_030_1,ST-1268,보라매동_002_1,1,25,1134,신림동,보라매동,11,12,금,관악구,0.54,0.09,7.033506484287697,7.035268599281097
1120557,2024-04-19,도착시간,1100,ST-702,신림동_029_1,ST-1650,영등포동_024_1,1,34,7292,신림동,영등포동,11,12,금,관악구,0.54,0.09,8.894533135798554,8.894807371368625
